inc_number,occurred_on,ucr_crime_category,100_block_addr,zip,premise_type,year,month,day_name,hour
201500002120143,2015-11-03 19:47:00,BURGLARY,3800 N 3RD AVE,85013,CONDO / TOWNHOUSE,2015.0,11.0,Tuesday,19.0
201500002119697,2015-11-03 19:47:00,LARCENY-THEFT,2100 E BASELINE RD,85042,RETAIL BUSINESS,2015.0,11.0,Tuesday,19.0
201500002328015,2015-11-03 20:00:00,RAPE,6100 W MCDOWELL RD,85043,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,20.0
201500002121409,2015-11-03 20:00:00,MOTOR VEHICLE THEFT,5100 N 22ND AVE,85015,PARKING LOT,2015.0,11.0,Tuesday,20.0
201500002123729,2015-11-03 20:00:00,MOTOR VEHICLE THEFT,7300 W MEADOWBROOK AVE,85033,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,20.0
201500002121618,2015-11-03 20:00:00,LARCENY-THEFT,3400 W PASEO WAY,85339,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,20.0
201500002119808,2015-11-03 20:05:00,LARCENY-THEFT,3500 W CAMELBACK RD,85019,RETAIL BUSINESS,2015.0,11.0,Tuesday,20.0
201500002119368,2015-11-03 20:13:00,LARCENY-THEFT,2500 W HAPPY VALLEY RD,85085,RETAIL BUSINESS,2015.0,11.0,Tuesday,20.0
201510000015885,2015-11-03 20:20:00,LARCENY-THEFT,1800 E CAMELBACK RD,85016,DEPARTMENT / DISCOUNT STORE,2015.0,11.0,Tuesday,20.0
201500002119915,2015-11-03 20:24:00,LARCENY-THEFT,3100 E THUNDERBIRD RD,85032,GROCERY / SUPER MARKET,2015.0,11.0,Tuesday,20.0
201500002119996,2015-11-03 20:35:00,LARCENY-THEFT,4500 E CACTUS RD,85032,RETAIL BUSINESS,2015.0,11.0,Tuesday,20.0
201500002121956,2015-11-03 20:50:00,LARCENY-THEFT,2700 W LA SALLE ST,85041,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,20.0
201500002120072,2015-11-03 20:51:00,BURGLARY,2500 E CORONA AVE,85040,APARTMENT,2015.0,11.0,Tuesday,20.0
201500001981209,2015-11-03 20:54:00,MOTOR VEHICLE THEFT,4200 N 27TH AVE,85017,APARTMENT,2015.0,11.0,Tuesday,20.0
201500002122159,2015-11-03 21:00:00,MOTOR VEHICLE THEFT,13400 N 44TH ST,85032,APARTMENT,2015.0,11.0,Tuesday,21.0
201500002121712,2015-11-03 21:00:00,MOTOR VEHICLE THEFT,4300 N 53RD LN,85031,APARTMENT,2015.0,11.0,Tuesday,21.0
201500002120908,2015-11-03 21:00:00,BURGLARY,4200 E MCDOWELL RD,85008,APARTMENT,2015.0,11.0,Tuesday,21.0
201580008741,2015-11-03 21:06:00,LARCENY-THEFT,2500 N 24TH ST,85008,HOSPITIAL / NURSING CARE,2015.0,11.0,Tuesday,21.0
201510000015880,2015-11-03 21:20:00,AGGRAVATED ASSAULT,2600 E BEVERLY LN,85032,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,21.0
201500002122054,2015-11-03 21:59:00,LARCENY-THEFT,800 S 59TH AVE,85043,FENCED RESIDENTIAL YARD,2015.0,11.0,Tuesday,21.0
201500002120413,2015-11-03 22:00:00,ROBBERY,2700 W SWEETWATER AVE,85029,HOTEL / MOTEL,2015.0,11.0,Tuesday,22.0
201510000015955,2015-11-03 22:00:00,BURGLARY,3900 E BASELINE RD,85042,RESTAURANT,2015.0,11.0,Tuesday,22.0
201500002120433,2015-11-03 22:05:00,LARCENY-THEFT,1600 W BETHANY HOME RD,85015,RETAIL BUSINESS,2015.0,11.0,Tuesday,22.0
201500002125319,2015-11-03 22:30:00,LARCENY-THEFT,4100 E CAMBRIDGE AVE,85008,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,22.0
201500002121360,2015-11-03 22:45:00,BURGLARY,5300 W BUCKEYE RD,85043,RESTAURANT,2015.0,11.0,Tuesday,22.0
201500002121895,2015-11-03 23:00:00,LARCENY-THEFT,3400 W LA MIRADA DR,85339,SINGLE FAMILY HOUSE,2015.0,11.0,Tuesday,23.0
201500002120713,2015-11-03 23:00:00,AGGRAVATED ASSAULT,6600 W ENCANTO BLVD,85035,PARK / PLAYGROUND,2015.0,11.0,Tuesday,23.0
201500002127221,2015-11-04 00:00:00,MOTOR VEHICLE THEFT,3900 W POLLACK ST,85041,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Wednesday,0.0
201500002121037,2015-11-04 00:00:00,DRUG OFFENSE,E GREENWAY RD & N 39TH ST,85032,STREET / ROADWAY / ALLEY / SIDEWALK,2015.0,11.0,Wednesday,0.0
